Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
270,Reggie Theus\theusre01,SG,24,CHI,82,82,34.6,6.8,14.6,0.469,0.3,1.2,0.25,6.5,13.3,0.489,0.479,4.4,5.5,0.8079999999999999,1.4,2.4,3.8,5.8,1.1,0.2,3.4,3.0,18.4,2838,16.2,0.542,0.084,0.376,4.8,7.5,6.2,25.8,1.5,0.3,16.6,24.6,3.8,1.5,5.3,0.09,1.8,-1.6,0.2,1.5
271,Isiah Thomas*\thomais01,PG,20,DET,72,72,33.8,6.3,14.8,0.424,0.2,0.8,0.28800000000000003,6.1,14.0,0.43200000000000005,0.43200000000000005,4.2,6.0,0.7040000000000001,0.8,2.1,2.9,7.8,2.1,0.2,4.2,3.5,17.0,2433,14.5,0.48700000000000004,0.055,0.402,2.5,7.1,4.7,32.6,2.8,0.4,19.2,25.0,-0.2,2.5,2.3,0.046,-0.2,-0.9,-1.0,0.6
272,David Thompson*\thompda01,SG,27,DEN,61,5,20.4,5.1,10.6,0.486,0.1,0.2,0.28600000000000003,5.1,10.3,0.49,0.489,4.5,5.6,0.8140000000000001,0.9,1.5,2.4,1.9,0.6,0.5,2.3,2.4,14.9,1246,17.6,0.5710000000000001,0.022000000000000002,0.526,5.0,7.6,6.4,12.5,1.2,1.2,15.2,28.5,2.1,0.0,2.0,0.079,0.5,-3.8,-3.3,-0.4
273,Mychal Thompson\thompmy01,C,27,POR,79,78,39.6,8.6,16.5,0.523,0.0,0.0,,8.6,16.5,0.523,0.523,3.5,5.6,0.628,3.3,8.4,11.7,4.0,0.9,1.4,3.1,2.9,20.8,3129,19.2,0.5479999999999999,0.0,0.342,9.3,23.4,16.4,14.6,1.1,1.9,14.0,22.9,4.5,3.6,8.2,0.125,1.6,1.4,3.0,4.0
274,Ray Tolbert\tolbera01,PF,23,TOT,64,0,9.5,1.6,3.2,0.495,0.0,0.0,0.0,1.6,3.1,0.5,0.495,0.3,0.5,0.5429999999999999,0.8,1.2,2.0,0.5,0.2,0.3,0.7,1.3,3.4,607,10.3,0.504,0.01,0.17300000000000001,9.3,13.4,11.4,7.6,0.9,1.5,17.1,17.8,-0.1,0.9,0.7,0.057999999999999996,-3.4,-0.1,-3.5,-0.2
274,Ray Tolbert\tolbera01,PF,23,NJN,12,0,9.6,1.7,3.7,0.455,0.0,0.1,0.0,1.7,3.6,0.465,0.455,0.3,0.7,0.5,0.9,1.3,2.3,0.7,0.3,0.2,1.0,1.6,3.7,115,9.1,0.46299999999999997,0.023,0.182,10.7,15.9,13.3,9.8,1.6,1.0,20.2,20.7,-0.1,0.2,0.0,0.012,-4.3,0.2,-4.2,-0.1
274,Ray Tolbert\tolbera01,PF,23,SEA,52,0,9.5,1.5,3.0,0.506,0.0,0.0,0.0,1.5,3.0,0.51,0.506,0.3,0.5,0.556,0.8,1.2,1.9,0.5,0.2,0.3,0.6,1.2,3.4,492,10.5,0.515,0.006,0.171,8.9,12.8,10.9,7.0,0.8,1.6,16.3,17.1,0.0,0.7,0.7,0.068,-3.2,-0.1,-3.3,-0.2
275,Andrew Toney\toneyan01,SG,24,PHI,77,1,24.8,6.6,12.7,0.522,0.3,0.8,0.424,6.3,11.9,0.528,0.535,2.9,4.0,0.742,0.6,1.2,1.7,3.7,0.8,0.2,2.8,3.5,16.5,1909,17.2,0.5720000000000001,0.06,0.313,2.7,5.1,4.0,23.1,1.6,0.5,16.1,29.0,2.3,1.7,4.0,0.1,1.5,-2.7,-1.2,0.4
276,Raymond Townsend\townsra01,SG,26,IND,14,0,6.8,0.8,2.9,0.268,0.1,0.6,0.222,0.6,2.3,0.281,0.293,0.8,1.4,0.55,0.1,0.8,0.9,0.7,0.2,0.0,0.4,1.3,2.5,95,4.4,0.35100000000000003,0.22,0.488,2.2,12.8,7.4,14.5,1.5,0.0,10.8,24.5,-0.3,0.1,-0.2,-0.078,-6.0,-2.4,-8.4,-0.2
277,Kelly Tripucka\tripuke01,SF,22,DET,82,82,37.5,7.8,15.6,0.496,0.1,0.3,0.22699999999999998,7.7,15.4,0.501,0.498,6.0,7.6,0.797,2.7,2.7,5.4,3.3,1.1,0.2,3.4,2.9,21.6,3077,16.4,0.57,0.017,0.485,7.6,8.2,7.9,12.7,1.3,0.3,15.3,23.3,5.4,2.1,7.5,0.11699999999999999,2.2,-1.0,1.2,2.5
278,Elston Turner\turneel01,SF,22,DAL,80,62,25.0,3.5,8.0,0.441,0.0,0.1,0.0,3.5,7.9,0.444,0.441,1.2,1.7,0.703,1.8,2.0,3.8,2.4,0.9,0.0,1.5,2.3,8.3,1996,10.7,0.47200000000000003,0.006,0.21600000000000003,7.9,9.4,8.6,13.2,1.8,0.1,14.2,16.8,0.3,1.0,1.4,0.033,-1.1,-0.2,-1.4,0.3
279,Terry Tyler\tylerte01,PF,25,DET,82,0,24.3,4.1,7.8,0.523,0.0,0.0,0.25,4.1,7.8,0.524,0.523,1.7,2.3,0.74,1.9,4.1,6.0,1.5,0.9,2.0,1.5,2.2,9.9,1989,16.9,0.56,0.006,0.299,8.2,19.3,13.6,8.7,1.8,4.4,14.3,16.7,2.5,3.0,5.5,0.133,-0.4,2.8,2.4,2.2
280,Darnell Valentine\valenda01,PG,22,POR,82,14,16.9,2.3,5.5,0.413,0.0,0.1,0.0,2.3,5.4,0.42100000000000004,0.413,1.9,2.4,0.76,0.6,1.2,1.8,3.3,1.1,0.0,1.5,2.3,6.4,1387,13.1,0.486,0.02,0.442,3.9,8.1,6.0,24.9,3.2,0.1,19.0,19.8,0.3,1.4,1.7,0.059000000000000004,-1.4,-0.4,-1.8,0.1
281,Jan van Breda Kolff\vanbrja01,SF,30,NJN,41,0,11.0,1.0,2.0,0.5,0.0,0.0,0.0,1.0,2.0,0.513,0.5,1.5,1.9,0.816,0.4,0.8,1.2,0.8,0.3,0.3,0.7,1.5,3.5,452,10.2,0.624,0.024,0.927,4.2,7.8,6.0,8.9,1.2,1.7,20.1,12.8,0.6,0.5,1.1,0.11900000000000001,-2.2,0.6,-1.7,0.0
282,Kiki Vandeweghe\vandeki01,PF,23,DEN,82,78,33.8,8.6,15.4,0.56,0.0,0.2,0.077,8.6,15.2,0.565,0.561,4.2,4.9,0.857,1.8,3.8,5.6,3.0,0.6,0.4,2.3,2.6,21.5,2775,18.9,0.612,0.01,0.321,5.9,11.7,8.9,11.9,0.8,0.5,11.6,22.3,7.8,-0.1,7.7,0.133,3.4,-2.6,0.9,2.0
283,Pete Verhoeven\verhope01,PF,22,POR,71,22,17.0,2.1,4.2,0.503,0.0,0.0,,2.1,4.2,0.503,0.503,0.7,1.0,0.708,1.5,2.1,3.6,0.7,0.6,0.3,0.8,3.0,4.9,1207,10.4,0.5329999999999999,0.0,0.243,9.9,13.6,11.8,5.4,1.7,1.0,14.4,13.0,1.0,1.1,2.1,0.085,-1.1,0.2,-0.9,0.3
284,Jay Vincent\vinceja01,PF,22,DAL,81,62,32.4,8.9,17.9,0.49700000000000005,0.0,0.0,0.25,8.9,17.8,0.49700000000000005,0.49700000000000005,3.6,5.0,0.716,2.2,4.7,7.0,2.2,1.1,0.3,2.4,3.8,21.4,2626,18.7,0.532,0.003,0.282,7.7,17.3,12.3,11.5,1.7,0.5,10.6,28.6,3.6,2.0,5.6,0.102,1.7,-1.4,0.3,1.5
285,Danny Vranes\vraneda01,SF,23,SEA,77,1,14.0,1.9,3.4,0.546,0.0,0.0,0.0,1.9,3.4,0.5479999999999999,0.546,1.2,1.9,0.601,0.9,1.6,2.6,0.7,0.4,0.3,0.9,1.9,4.9,1075,11.2,0.573,0.004,0.565,7.4,12.4,10.0,6.9,1.3,1.1,17.2,15.2,0.8,1.5,2.4,0.106,-2.0,0.6,-1.4,0.2
286,Foots Walker\walkefo01,PG,30,NJN,77,54,24.2,2.0,4.9,0.413,0.0,0.1,0.33299999999999996,2.0,4.8,0.415,0.41700000000000004,1.8,2.5,0.727,0.4,1.5,1.9,5.2,1.6,0.1,1.4,2.3,5.9,1861,11.8,0.49200000000000005,0.024,0.513,1.9,7.3,4.6,26.7,3.0,0.2,18.8,12.2,1.4,2.8,4.2,0.10800000000000001,-1.8,0.8,-1.0,0.5
287,Wally Walker\walkewa01,SF,27,SEA,70,70,28.1,4.3,9.0,0.48,0.0,0.0,0.0,4.3,9.0,0.48200000000000004,0.48,1.3,1.9,0.672,1.5,2.8,4.4,3.1,0.5,0.4,1.6,3.1,9.9,1965,11.4,0.504,0.003,0.213,6.2,10.5,8.4,15.2,0.9,0.8,13.9,16.9,1.1,2.4,3.5,0.087,-1.1,0.7,-0.5,0.8
288,Kermit Washington\washike01,PF,30,POR,20,4,20.9,1.9,3.9,0.48700000000000004,0.0,0.0,,1.9,3.9,0.48700000000000004,0.48700000000000004,1.2,2.1,0.585,2.0,3.9,5.9,1.5,0.5,0.8,1.0,2.8,5.0,418,11.7,0.521,0.0,0.526,10.8,20.4,15.6,8.4,1.0,2.1,16.5,11.3,0.4,0.5,0.8,0.095,-1.4,1.4,0.0,0.2
289,Richard Washington\washiri01,PF,26,CLE,18,2,17.4,2.8,6.4,0.435,0.0,0.1,0.0,2.8,6.3,0.442,0.435,0.5,0.8,0.6,1.8,2.4,4.2,0.8,0.4,0.1,1.9,2.8,6.1,313,7.1,0.44799999999999995,0.017,0.13,10.9,16.5,13.5,6.8,1.2,0.4,22.3,20.6,-0.6,0.1,-0.5,-0.07200000000000001,-4.9,-1.6,-6.4,-0.4
290,Marvin Webster\webstma01,C,29,NYK,82,32,23.0,2.4,4.9,0.491,0.0,0.0,,2.4,4.9,0.491,0.491,1.3,2.1,0.635,2.2,3.7,6.0,1.2,0.3,1.1,1.1,2.6,6.2,1883,11.8,0.527,0.0,0.42,11.0,19.0,14.9,6.7,0.6,2.8,15.8,12.5,1.6,1.7,3.2,0.08199999999999999,-1.6,1.1,-0.5,0.7
291,Scott Wedman\wedmasc01,SF,29,CLE,54,39,30.3,4.8,10.9,0.441,0.1,0.4,0.217,4.7,10.5,0.451,0.446,1.2,1.7,0.733,2.4,3.3,5.6,2.5,1.4,0.3,1.4,3.5,10.9,1638,12.5,0.47,0.039,0.153,8.3,12.9,10.5,11.6,2.2,0.5,10.4,17.7,0.8,0.9,1.6,0.048,-0.1,0.5,0.4,1.0
292,Paul Westphal\westppa01,SG,31,NYK,18,12,25.1,4.8,10.8,0.44299999999999995,0.1,0.4,0.25,4.7,10.3,0.452,0.44799999999999995,2.0,2.6,0.7659999999999999,0.5,0.7,1.2,5.6,1.1,0.4,2.6,3.4,11.7,451,13.3,0.489,0.040999999999999995,0.242,2.2,3.4,2.8,31.8,2.0,1.0,18.0,23.9,0.0,0.3,0.3,0.032,-1.4,-3.2,-4.6,-0.3
293,Jerome Whitehead\whiteje01,C,25,SDC,72,63,30.8,5.6,10.1,0.5589999999999999,0.0,0.0,,5.6,10.1,0.5589999999999999,0.5589999999999999,2.6,3.3,0.763,3.2,6.0,9.2,1.4,0.7,0.6,2.0,4.0,13.8,2214,16.7,0.599,0.0,0.332,12.1,23.9,17.9,6.4,1.0,1.1,14.5,17.9,4.4,0.9,5.3,0.114,1.2,-1.1,0.2,1.2
294,Hawkeye Whitney\whitnha02,SG,24,KCK,23,4,11.6,1.1,3.1,0.35200000000000004,0.0,0.0,0.0,1.1,3.0,0.35700000000000004,0.35200000000000004,0.2,0.3,0.5710000000000001,0.6,1.2,1.7,0.8,0.5,0.0,0.6,1.3,2.3,266,5.4,0.364,0.013999999999999999,0.099,5.3,11.7,8.4,8.8,2.1,0.2,15.9,13.5,-0.4,0.3,-0.1,-0.025,-5.2,0.6,-4.5,-0.2
295,Michael Wiley\wileymi01,PF,24,SDC,61,1,16.6,3.3,5.9,0.565,0.0,0.1,0.0,3.3,5.8,0.573,0.565,1.6,2.3,0.695,1.1,1.9,3.0,0.9,0.7,0.3,1.2,2.1,8.3,1013,16.2,0.599,0.013999999999999999,0.39299999999999996,7.7,13.9,10.7,7.3,1.9,0.9,14.4,19.8,1.8,0.3,2.1,0.09699999999999999,0.6,-1.7,-1.2,0.2
296,Bob Wilkerson\wilkebo01,SF,27,CLE,65,38,27.8,4.4,10.4,0.418,0.0,0.3,0.16699999999999998,4.3,10.2,0.425,0.42,2.2,2.8,0.784,0.9,2.9,3.8,3.6,1.4,0.4,2.1,2.9,11.0,1805,12.5,0.47100000000000003,0.027000000000000003,0.272,3.5,12.7,7.8,18.7,2.5,0.8,15.4,20.5,-0.5,1.1,0.7,0.018000000000000002,-1.5,0.4,-1.1,0.4
297,Jamaal Wilkes*\wilkeja01,SF,28,LAL,82,82,35.4,9.1,17.3,0.525,0.0,0.0,0.0,9.1,17.2,0.527,0.525,3.0,4.1,0.732,1.9,2.9,4.8,1.7,1.1,0.3,2.0,2.9,21.1,2906,16.5,0.5539999999999999,0.003,0.237,6.0,8.7,7.4,6.7,1.4,0.4,9.5,23.6,5.3,2.4,7.7,0.127,1.1,-1.8,-0.7,1.0
298,James Wilkes\wilkeja02,SF,23,CHI,57,22,15.1,2.2,4.7,0.48100000000000004,0.0,0.0,0.0,2.2,4.6,0.483,0.48100000000000004,1.0,1.4,0.725,1.1,1.7,2.8,1.1,0.5,0.3,1.1,2.0,5.5,862,11.8,0.521,0.004,0.301,8.5,12.2,10.5,10.6,1.7,1.2,17.1,17.7,0.4,0.7,1.1,0.061,-1.6,-0.2,-1.8,0.0
299,Jeff Wilkins\wilkije01,C,26,UTA,82,62,27.7,3.8,8.8,0.43700000000000006,0.0,0.0,0.0,3.8,8.7,0.439,0.43700000000000006,1.7,2.1,0.778,1.5,6.0,7.5,1.1,0.4,0.9,1.6,3.0,9.3,2274,10.5,0.48100000000000004,0.004,0.245,5.6,23.6,14.4,5.0,0.7,1.8,14.4,16.4,-0.5,1.5,1.0,0.021,-4.0,-0.5,-4.5,-1.5
300,Buck Williams\willibu01,PF,21,NJN,82,82,34.5,6.3,10.7,0.5820000000000001,0.0,0.0,0.0,6.3,10.7,0.583,0.5820000000000001,3.0,4.7,0.624,4.2,8.0,12.3,1.3,1.0,1.0,2.9,3.5,15.5,2825,17.2,0.603,0.001,0.44,13.7,26.6,20.1,5.4,1.4,1.7,18.3,18.2,3.6,5.3,8.9,0.152,0.2,1.6,1.8,2.7
301,Freeman Williams\willifr01,SG,25,TOT,60,10,16.6,4.6,10.4,0.44299999999999995,0.5,1.6,0.298,4.1,8.8,0.469,0.465,2.3,2.8,0.843,0.4,0.7,1.0,1.4,0.5,0.0,1.8,1.7,12.0,997,15.4,0.517,0.151,0.266,2.7,4.7,3.7,14.3,1.4,0.0,13.3,33.2,0.4,0.0,0.4,0.02,-0.2,-5.6,-5.8,-1.0
301,Freeman Williams\willifr01,SG,25,SDC,37,10,21.8,6.3,13.9,0.456,0.6,2.0,0.324,5.7,11.9,0.478,0.48,3.2,3.8,0.843,0.6,0.8,1.4,1.8,0.6,0.0,2.4,2.3,16.5,808,16.4,0.531,0.14400000000000002,0.273,3.0,4.4,3.7,13.6,1.3,0.0,13.4,33.4,0.6,-0.2,0.5,0.027999999999999997,0.4,-5.9,-5.5,-0.7
301,Freeman Williams\willifr01,SG,25,ATL,23,0,8.2,1.8,4.8,0.382,0.2,0.9,0.2,1.7,3.9,0.42200000000000004,0.4,1.0,1.1,0.846,0.1,0.4,0.5,0.8,0.3,0.0,0.8,0.8,4.8,189,11.2,0.45299999999999996,0.182,0.23600000000000002,1.2,6.0,3.6,17.2,1.6,0.0,12.9,32.0,-0.2,0.2,-0.1,-0.018000000000000002,-2.9,-4.1,-7.1,-0.2
302,Gus Williams\willigu01,PG,28,SEA,80,80,36.0,9.7,19.9,0.486,0.1,0.5,0.225,9.6,19.4,0.49200000000000005,0.488,4.0,5.5,0.7340000000000001,1.2,1.9,3.1,6.9,2.2,0.5,2.5,2.0,23.4,2876,21.8,0.526,0.025,0.27399999999999997,3.6,5.5,4.6,31.0,2.9,0.7,9.9,28.5,5.9,4.3,10.2,0.171,4.1,0.0,4.2,4.5
303,Herb Williams\willihe01,C,23,IND,82,75,27.8,5.0,10.4,0.47700000000000004,0.0,0.1,0.28600000000000003,4.9,10.3,0.478,0.478,1.5,2.3,0.67,2.1,5.2,7.4,1.7,0.6,2.2,1.7,2.4,11.5,2277,16.1,0.503,0.008,0.22,8.2,20.9,14.4,9.2,1.1,4.5,12.8,19.7,0.8,3.8,4.6,0.09699999999999999,-1.9,2.6,0.8,1.6
304,Ray Williams\willira01,SG,27,NJN,82,69,33.3,7.8,16.9,0.462,0.1,0.7,0.16699999999999998,7.7,16.2,0.474,0.465,4.7,5.7,0.8320000000000001,1.4,2.5,4.0,6.0,2.4,0.5,3.5,3.7,20.4,2732,19.0,0.527,0.039,0.336,4.8,8.7,6.7,27.4,3.4,0.9,15.4,27.4,3.3,4.6,7.9,0.139,2.4,1.5,3.9,4.1
305,Sam Williams\willisa02,PF,22,GSW,59,22,18.2,2.6,4.7,0.556,0.0,0.0,,2.6,4.7,0.556,0.556,0.8,1.5,0.551,1.5,3.7,5.2,0.6,0.8,1.3,1.1,2.6,6.1,1073,14.8,0.565,0.0,0.321,9.1,22.4,15.7,4.6,2.0,4.0,16.8,14.3,0.9,1.7,2.6,0.11599999999999999,-1.6,2.6,1.0,0.8
306,Sly Williams\willisl01,SF,24,NYK,60,27,25.4,5.8,10.5,0.556,0.0,0.2,0.222,5.8,10.3,0.561,0.557,2.2,2.9,0.757,1.7,2.1,3.8,2.4,1.3,0.3,1.9,2.6,13.9,1521,18.6,0.59,0.013999999999999999,0.275,7.4,9.7,8.5,14.2,2.4,0.6,13.9,22.2,2.9,1.3,4.2,0.133,2.5,-0.4,2.1,1.6
307,Bill Willoughby\willobi01,SF,24,HOU,69,42,21.4,3.5,6.7,0.517,0.0,0.1,0.429,3.4,6.6,0.519,0.52,0.8,1.1,0.727,1.6,2.3,3.8,1.1,0.4,0.9,1.1,2.1,7.8,1475,13.1,0.541,0.015,0.166,7.7,12.2,9.9,7.0,1.0,2.3,13.5,16.0,1.5,1.1,2.6,0.086,-0.8,0.3,-0.5,0.6
308,Brian Winters\wintebr01,SG,29,MIL,61,13,30.0,6.6,13.2,0.501,0.6,1.5,0.387,6.0,11.7,0.516,0.524,2.0,2.6,0.7879999999999999,0.8,2.0,2.8,4.1,0.9,0.1,1.9,3.1,15.9,1829,15.8,0.5529999999999999,0.115,0.19399999999999998,3.3,7.2,5.3,20.5,1.5,0.3,11.9,22.3,3.3,2.2,5.5,0.14400000000000002,1.7,-1.3,0.4,1.1
309,Garry Witts\wittsga01,SF,22,WSB,46,0,10.7,1.1,1.8,0.583,0.0,0.0,0.5,1.0,1.8,0.585,0.589,0.7,0.9,0.825,0.6,0.7,1.3,0.8,0.4,0.1,0.8,1.6,2.9,493,9.5,0.65,0.024,0.47600000000000003,6.5,7.2,6.9,10.2,1.7,0.5,25.6,11.6,0.4,0.6,1.1,0.10400000000000001,-1.6,1.4,-0.2,0.2
310,Al Wood\woodal01,SG,23,TOT,48,5,19.4,3.7,7.9,0.47,0.1,0.5,0.125,3.7,7.4,0.493,0.474,1.9,2.5,0.782,1.1,1.7,2.8,1.2,0.6,0.2,1.5,2.3,9.5,930,13.2,0.524,0.063,0.312,6.3,10.7,8.4,9.1,1.6,0.6,14.1,22.5,0.5,0.4,0.9,0.046,-1.0,-2.1,-3.1,-0.3
310,Al Wood\woodal01,SG,23,ATL,19,0,12.5,1.9,5.5,0.34299999999999997,0.0,0.3,0.0,1.9,5.2,0.364,0.34299999999999997,1.1,1.5,0.7140000000000001,1.2,1.2,2.3,0.6,0.5,0.1,0.6,1.8,4.8,238,9.1,0.392,0.057,0.267,10.4,10.5,10.5,7.0,1.9,0.3,8.6,23.4,-0.2,0.3,0.0,0.009000000000000001,-3.5,-1.5,-5.1,-0.2
310,Al Wood\woodal01,SG,23,SDC,29,5,23.9,4.9,9.5,0.518,0.1,0.6,0.16699999999999998,4.8,8.9,0.5429999999999999,0.524,2.5,3.1,0.802,1.0,2.1,3.1,1.6,0.8,0.3,2.1,2.6,12.5,692,14.6,0.573,0.065,0.33,4.9,10.8,7.7,9.8,1.5,0.7,16.0,22.1,0.8,0.1,0.8,0.057999999999999996,-0.1,-2.4,-2.4,-0.1
311,Howard Wood\woodho01,SF,22,UTA,42,3,8.1,1.3,2.9,0.45799999999999996,0.0,0.0,0.0,1.3,2.8,0.462,0.45799999999999996,0.8,1.2,0.654,0.5,1.0,1.5,0.2,0.2,0.1,0.4,0.9,3.4,342,12.0,0.504,0.008,0.433,6.8,13.8,10.2,3.4,1.1,0.9,9.5,18.5,0.2,0.1,0.3,0.049,-3.0,-3.2,-6.2,-0.4
312,Mike Woodson\woodsmi01,SG,23,TOT,83,74,28.1,6.5,12.9,0.503,0.1,0.3,0.28,6.4,12.6,0.509,0.507,2.7,3.4,0.773,1.2,1.7,3.0,2.7,1.7,0.4,1.8,2.7,15.7,2331,17.6,0.546,0.023,0.268,4.8,7.2,5.9,14.1,2.9,0.9,11.4,23.6,3.2,2.5,5.7,0.11699999999999999,1.7,0.2,1.8,2.3
312,Mike Woodson\woodsmi01,SG,23,NJN,7,0,20.7,4.3,9.7,0.441,0.0,0.1,0.0,4.3,9.6,0.44799999999999995,0.441,3.3,4.6,0.7190000000000001,0.7,1.1,1.9,2.3,1.0,0.3,1.3,3.0,11.9,145,15.1,0.506,0.015,0.47100000000000003,3.9,6.3,5.1,16.3,2.2,0.8,9.9,25.1,0.2,0.2,0.4,0.12300000000000001,-0.6,-1.3,-1.9,0.0
312,Mike Woodson\woodsmi01,SG,23,KCK,76,74,28.8,6.7,13.2,0.507,0.1,0.3,0.292,6.6,12.9,0.513,0.511,2.6,3.3,0.78,1.3,1.8,3.1,2.7,1.8,0.4,1.9,2.6,16.1,2186,17.8,0.5489999999999999,0.024,0.254,4.8,7.2,6.0,14.0,2.9,0.9,11.5,23.5,3.0,2.3,5.3,0.11599999999999999,1.8,0.3,2.1,2.3
313,Orlando Woolridge\woolror01,SF,22,CHI,75,12,15.8,2.7,5.3,0.513,0.0,0.0,0.0,2.7,5.2,0.517,0.513,1.9,2.7,0.6990000000000001,1.1,1.9,3.0,1.1,0.3,0.3,1.4,2.0,7.3,1188,13.4,0.565,0.008,0.523,8.2,13.3,10.8,10.1,0.9,1.1,18.1,20.9,1.0,0.8,1.8,0.073,-1.2,-1.5,-2.7,-0.2
314,Sam Worthen\worthsa01,PG,24,UTA,5,0,4.4,0.4,1.0,0.4,0.0,0.0,,0.4,1.0,0.4,0.4,0.0,0.0,,0.2,0.0,0.2,0.6,0.0,0.0,0.4,0.6,0.8,22,1.9,0.4,0.0,0.0,4.8,0.0,2.4,16.3,0.0,0.0,28.6,12.7,0.0,0.0,0.0,-0.096,-6.3,-4.6,-10.9,0.0
315,Larry Wright\wrighla01,PG,27,DET,1,0,6.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,6,-17.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,13.0,0.0,0.0,0.0,-0.349,-16.1,-1.7,-17.8,0.0
316,Rich Yonakor\yonakri01,PF,23,SAS,10,0,7.0,1.4,2.6,0.5379999999999999,0.0,0.0,,1.4,2.6,0.5379999999999999,0.5379999999999999,0.5,0.7,0.7140000000000001,1.3,1.4,2.7,0.3,0.1,0.2,0.2,0.7,3.3,70,20.4,0.5670000000000001,0.0,0.26899999999999996,19.9,21.4,20.7,5.8,0.7,1.6,6.4,17.7,0.2,0.1,0.3,0.201,2.4,-1.8,0.6,0.0
